Poverty_Justice_and_Human_Capabilities,,
6,18,
PJHC_MI_C,6,2
PJHC_MI_C_1,3,1
PJHC_MI_C_2,3,1
PJHC_MI_C_3,3,1
PJHC_MI_C_4_1,6,2
PJHC_MI_C_4_2,3,1
