ENVI,Environmental Studies,0,67
MANS,Managerial Studies,10,30
POLS_1,Policy Studies: Environmental Policy,11,33
POLS_2,Policy Studies: Government Policy and Management,11,33
POLS_3,Policy Studies: Healthcare Policy and Management,11,33
POLS_4,Policy Studies: International Affairs,11,33
POLS_5,Policy Studies: Law and Justice,11,33
POLS_6,Policy Studies: Business Policy and Management,11,33
POLS_7,"Policy Studies: Urban and Social Change	",11,33
POLS_8,Policy Studies: Energy Policy Studies,11,33
