Financial_Computation_and_Modeling,,
6,18,
FC_MI_C_1_C,3,1
FC_MI_C_1_E_1,3,1
FC_MI_C_1_E_2,3,1
FC_MI_C_2_C,6,2
FC_MI_C_2_E_1,3,1
