Economics: Mathematical Economic Analysis,,
16,48,
MATH_Z_B_1_1,3,1
MATH_Z_B_2,3,1
MATH_Z_B_3_1,3,1
MATH_Z_B_4_1,3,1
ECON_MA_2_C,15,5
ECON_MA_2_C_1,3,1
ECON_MA_2_E,18,6
